400899837/December 16, 2016/New Orleans Pelicans/Houston Rockets
400899838/December 16, 2016/Los Angeles Lakers/Philadelphia 76ers
400899839/December 16, 2016/LA Clippers/Miami Heat
400899840/December 16, 2016/Dallas Mavericks/Utah Jazz
400899841/December 17, 2016/Phoenix Suns/Oklahoma City Thunder
400899842/December 17, 2016/Indiana Pacers/Detroit Pistons
400899843/December 17, 2016/Charlotte Hornets/Atlanta Hawks
400899844/December 17, 2016/Los Angeles Lakers/Cleveland Cavaliers
400899845/December 17, 2016/Houston Rockets/Minnesota Timberwolves
400899846/December 17, 2016/New York Knicks/Denver Nuggets
400899847/December 17, 2016/Portland Trail Blazers/Golden State Warriors
400899848/December 18, 2016/LA Clippers/Washington Wizards
400899849/December 18, 2016/Utah Jazz/Memphis Grizzlies
400899850/December 18, 2016/Brooklyn Nets/Philadelphia 76ers
400899851/December 18, 2016/Toronto Raptors/Orlando Magic
400899852/December 18, 2016/Boston Celtics/Miami Heat
400899853/December 18, 2016/Sacramento Kings/Dallas Mavericks
400899854/December 18, 2016/New Orleans Pelicans/San Antonio Spurs
400899855/December 19, 2016/Washington Wizards/Indiana Pacers
400899856/December 19, 2016/Detroit Pistons/Chicago Bulls
400899857/December 19, 2016/Atlanta Hawks/Oklahoma City Thunder
400899858/December 19, 2016/Phoenix Suns/Minnesota Timberwolves
400899859/December 19, 2016/Dallas Mavericks/Denver Nuggets
400899860/December 20, 2016/New Orleans Pelicans/Philadelphia 76ers
400899861/December 20, 2016/Los Angeles Lakers/Charlotte Hornets
400899862/December 20, 2016/Brooklyn Nets/Toronto Raptors
400899863/December 20, 2016/Indiana Pacers/New York Knicks
400899864/December 20, 2016/Orlando Magic/Miami Heat
400899865/December 20, 2016/Cleveland Cavaliers/Milwaukee Bucks
400899866/December 20, 2016/Boston Celtics/Memphis Grizzlies
400899867/December 20, 2016/San Antonio Spurs/Houston Rockets
400899868/December 20, 2016/Denver Nuggets/LA Clippers
400899869/December 20, 2016/Utah Jazz/Golden State Warriors
400899870/December 20, 2016/Portland Trail Blazers/Sacramento Kings
400899871/December 21, 2016/Milwaukee Bucks/Cleveland Cavaliers
400899872/December 21, 2016/Minnesota Timberwolves/Atlanta Hawks
400899873/December 21, 2016/Memphis Grizzlies/Detroit Pistons
400899874/December 21, 2016/Washington Wizards/Chicago Bulls
400899875/December 21, 2016/Oklahoma City Thunder/New Orleans Pelicans
400899876/December 21, 2016/Sacramento Kings/Utah Jazz
400899877/December 21, 2016/Houston Rockets/Phoenix Suns
400899878/December 21, 2016/Dallas Mavericks/Portland Trail Blazers
400899879/December 22, 2016/Golden State Warriors/Brooklyn Nets
400899880/December 22, 2016/Orlando Magic/New York Knicks
400899881/December 22, 2016/Los Angeles Lakers/Miami Heat
400899882/December 22, 2016/Boston Celtics/Indiana Pacers
400899883/December 22, 2016/San Antonio Spurs/LA Clippers
400899884/December 23, 2016/Chicago Bulls/Charlotte Hornets
400899885/December 23, 2016/Los Angeles Lakers/Orlando Magic
400899886/December 23, 2016/Brooklyn Nets/Cleveland Cavaliers
400899887/December 23, 2016/Oklahoma City Thunder/Boston Celtics
400899888/December 23, 2016/Golden State Warriors/Detroit Pistons
400899889/December 23, 2016/Washington Wizards/Milwaukee Bucks
400899890/December 23, 2016/Houston Rockets/Memphis Grizzlies
400899891/December 23, 2016/Miami Heat/New Orleans Pelicans
400899892/December 23, 2016/Sacramento Kings/Minnesota Timberwolves
400899893/December 23, 2016/Atlanta Hawks/Denver Nuggets
400899894/December 23, 2016/Toronto Raptors/Utah Jazz
400899895/December 23, 2016/Philadelphia 76ers/Phoenix Suns
400899896/December 23, 2016/San Antonio Spurs/Portland Trail Blazers
400899897/December 23, 2016/Dallas Mavericks/LA Clippers
400899898/December 25, 2016/Boston Celtics/New York Knicks
400899899/December 25, 2016/Golden State Warriors/Cleveland Cavaliers
400899900/December 25, 2016/Chicago Bulls/San Antonio Spurs
400899901/December 25, 2016/Minnesota Timberwolves/Oklahoma City Thunder
400899902/December 25, 2016/LA Clippers/Los Angeles Lakers
400899903/December 26, 2016/Milwaukee Bucks/Washington Wizards
400899904/December 26, 2016/Memphis Grizzlies/Orlando Magic
400899905/December 26, 2016/Charlotte Hornets/Brooklyn Nets
400899906/December 26, 2016/Cleveland Cavaliers/Detroit Pistons
400899907/December 26, 2016/Indiana Pacers/Chicago Bulls
400899908/December 26, 2016/Dallas Mavericks/New Orleans Pelicans
400899909/December 26, 2016/Phoenix Suns/Houston Rockets
400899910/December 26, 2016/Atlanta Hawks/Minnesota Timberwolves
400899911/December 26, 2016/Toronto Raptors/Portland Trail Blazers
400899912/December 26, 2016/Denver Nuggets/LA Clippers
400899913/December 26, 2016/Philadelphia 76ers/Sacramento Kings
400899914/December 27, 2016/Memphis Grizzlies/Boston Celtics
400899915/December 27, 2016/Oklahoma City Thunder/Miami Heat
400899916/December 27, 2016/Houston Rockets/Dallas Mavericks
400899917/December 27, 2016/Utah Jazz/Los Angeles Lakers
400899918/December 28, 2016/Indiana Pacers/Washington Wizards
400899919/December 28, 2016/Charlotte Hornets/Orlando Magic
400899920/December 28, 2016/New York Knicks/Atlanta Hawks
400899921/December 28, 2016/Milwaukee Bucks/Detroit Pistons
400899922/December 28, 2016/Brooklyn Nets/Chicago Bulls
400899923/December 28, 2016/LA Clippers/New Orleans Pelicans
400899924/December 28, 2016/Phoenix Suns/San Antonio Spurs
400899925/December 28, 2016/Minnesota Timberwolves/Denver Nuggets
400899926/December 28, 2016/Sacramento Kings/Portland Trail Blazers
400899927/December 28, 2016/Toronto Raptors/Golden State Warriors
400899928/December 29, 2016/Miami Heat/Charlotte Hornets
400899929/December 29, 2016/Oklahoma City Thunder/Memphis Grizzlies
400899930/December 29, 2016/Boston Celtics/Cleveland Cavaliers
400899931/December 29, 2016/Philadelphia 76ers/Utah Jazz
400899932/December 29, 2016/Toronto Raptors/Phoenix Suns
400899933/December 29, 2016/Dallas Mavericks/Los Angeles Lakers
400899934/December 30, 2016/Chicago Bulls/Indiana Pacers
400899935/December 30, 2016/Brooklyn Nets/Washington Wizards
400899936/December 30, 2016/Miami Heat/Boston Celtics
400899937/December 30, 2016/New York Knicks/New Orleans Pelicans
400899938/December 30, 2016/LA Clippers/Houston Rockets
400899939/December 30, 2016/Milwaukee Bucks/Minnesota Timberwolves
400899940/December 30, 2016/Detroit Pistons/Atlanta Hawks
400899941/December 30, 2016/Portland Trail Blazers/San Antonio Spurs
400899942/December 30, 2016/Philadelphia 76ers/Denver Nuggets
400899943/December 30, 2016/Dallas Mavericks/Golden State Warriors
400899944/December 31, 2016/Memphis Grizzlies/Sacramento Kings
400899945/December 31, 2016/Milwaukee Bucks/Chicago Bulls
400899946/December 31, 2016/New York Knicks/Houston Rockets
400899947/December 31, 2016/Cleveland Cavaliers/Charlotte Hornets
400899948/December 31, 2016/Phoenix Suns/Utah Jazz
400899949/December 31, 2016/LA Clippers/Oklahoma City Thunder
400899950/January 4, 2017/Oklahoma City Thunder/Charlotte Hornets
400899951/January 4, 2017/Atlanta Hawks/Orlando Magic
400899952/January 4, 2017/Milwaukee Bucks/New York Knicks
400899953/January 4, 2017/Chicago Bulls/Cleveland Cavaliers
400899954/January 4, 2017/Memphis Grizzlies/LA Clippers
400899955/January 4, 2017/Portland Trail Blazers/Golden State Warriors
400899956/January 4, 2017/Miami Heat/Sacramento Kings
400899957/January 5, 2017/Brooklyn Nets/Indiana Pacers
400899958/January 5, 2017/Utah Jazz/Toronto Raptors
400899959/January 5, 2017/Charlotte Hornets/Detroit Pistons
400899960/January 5, 2017/Atlanta Hawks/New Orleans Pelicans
400899961/January 5, 2017/Oklahoma City Thunder/Houston Rockets
400899962/January 5, 2017/Phoenix Suns/Dallas Mavericks
400899963/January 5, 2017/Los Angeles Lakers/Portland Trail Blazers
400899964/January 5, 2017/San Antonio Spurs/Denver Nuggets
400899965/January 6, 2017/Minnesota Timberwolves/Washington Wizards
400899966/January 6, 2017/Houston Rockets/Orlando Magic
400899967/January 6, 2017/Philadelphia 76ers/Boston Celtics
400899968/January 6, 2017/Cleveland Cavaliers/Brooklyn Nets
400899969/January 6, 2017/New York Knicks/Milwaukee Bucks
400899970/January 6, 2017/Miami Heat/Los Angeles Lakers
400899971/January 6, 2017/Memphis Grizzlies/Golden State Warriors
400899972/January 6, 2017/LA Clippers/Sacramento Kings
400899973/January 7, 2017/New York Knicks/Indiana Pacers
400899974/January 7, 2017/New Orleans Pelicans/Boston Celtics
400899975/January 7, 2017/Toronto Raptors/Chicago Bulls
400899976/January 7, 2017/Denver Nuggets/Oklahoma City Thunder
400899977/January 7, 2017/Utah Jazz/Minnesota Timberwolves
400899978/January 7, 2017/Atlanta Hawks/Dallas Mavericks
400899979/January 7, 2017/Charlotte Hornets/San Antonio Spurs
400899980/January 7, 2017/Detroit Pistons/Portland Trail Blazers
400899981/January 8, 2017/Philadelphia 76ers/Brooklyn Nets
400899982/January 8, 2017/Miami Heat/LA Clippers
400899983/January 8, 2017/Washington Wizards/Milwaukee Bucks
400899984/January 8, 2017/Houston Rockets/Toronto Raptors
400899985/January 8, 2017/Utah Jazz/Memphis Grizzlies
400899986/January 8, 2017/Cleveland Cavaliers/Phoenix Suns
400899987/January 8, 2017/Golden State Warriors/Sacramento Kings
400899988/January 8, 2017/Orlando Magic/Los Angeles Lakers
400899989/January 9, 2017/New Orleans Pelicans/New York Knicks
400899990/January 9, 2017/Oklahoma City Thunder/Chicago Bulls
400899991/January 9, 2017/Dallas Mavericks/Minnesota Timberwolves
400899992/January 10, 2017/Chicago Bulls/Washington Wizards
400899993/January 10, 2017/Boston Celtics/Toronto Raptors
400899994/January 10, 2017/Atlanta Hawks/Brooklyn Nets
400899995/January 10, 2017/Charlotte Hornets/Houston Rockets
400899996/January 10, 2017/Milwaukee Bucks/San Antonio Spurs
400899997/January 10, 2017/Cleveland Cavaliers/Utah Jazz
400899998/January 10, 2017/Portland Trail Blazers/Los Angeles Lakers
400899999/January 10, 2017/Miami Heat/Golden State Warriors
400900000/January 10, 2017/Detroit Pistons/Sacramento Kings
400900001/January 11, 2017/New York Knicks/Philadelphia 76ers
400900002/January 11, 2017/Memphis Grizzlies/Oklahoma City Thunder
400900003/January 11, 2017/Houston Rockets/Minnesota Timberwolves
400900004/January 11, 2017/Washington Wizards/Boston Celtics
400900005/January 11, 2017/Orlando Magic/LA Clippers
400900006/January 11, 2017/Cleveland Cavaliers/Portland Trail Blazers
400900007/January 12, 2017/New Orleans Pelicans/Brooklyn Nets
400900008/January 12, 2017/Chicago Bulls/New York Knicks
400900009/January 12, 2017/Los Angeles Lakers/San Antonio Spurs
400900010/January 12, 2017/Indiana Pacers/Denver Nuggets
400900011/January 12, 2017/Detroit Pistons/Golden State Warriors
400900012/January 12, 2017/Dallas Mavericks/Phoenix Suns
400900013/January 13, 2017/Brooklyn Nets/Toronto Raptors
400900014/January 13, 2017/Charlotte Hornets/Philadelphia 76ers
400900015/January 13, 2017/Miami Heat/Milwaukee Bucks
400900016/January 13, 2017/Memphis Grizzlies/Houston Rockets
400900017/January 13, 2017/Oklahoma City Thunder/Minnesota Timberwolves
400900018/January 13, 2017/Boston Celtics/Atlanta Hawks
400900019/January 13, 2017/Orlando Magic/Portland Trail Blazers
400900020/January 13, 2017/Cleveland Cavaliers/Sacramento Kings
400900021/January 13, 2017/Detroit Pistons/Utah Jazz
400900022/January 14, 2017/Los Angeles Lakers/LA Clippers
400900023/January 14, 2017/New Orleans Pelicans/Chicago Bulls
400900024/January 14, 2017/Philadelphia 76ers/Washington Wizards
400900025/January 14, 2017/Orlando Magic/Utah Jazz
400900026/January 14, 2017/San Antonio Spurs/Phoenix Suns
400900027/January 15, 2017/New York Knicks/Toronto Raptors
400900028/January 15, 2017/Milwaukee Bucks/Atlanta Hawks
400900029/January 15, 2017/Minnesota Timberwolves/Dallas Mavericks
400900030/January 15, 2017/Houston Rockets/Brooklyn Nets
400900031/January 15, 2017/Oklahoma City Thunder/Sacramento Kings
400900032/January 15, 2017/Chicago Bulls/Memphis Grizzlies
400900033/January 15, 2017/Detroit Pistons/Los Angeles Lakers
400900034/January 16, 2017/Atlanta Hawks/New York Knicks
400900035/January 16, 2017/Portland Trail Blazers/Washington Wizards
400900036/January 16, 2017/Philadelphia 76ers/Milwaukee Bucks
400900037/January 16, 2017/New Orleans Pelicans/Indiana Pacers
400900038/January 16, 2017/Orlando Magic/Denver Nuggets
400900039/January 16, 2017/Charlotte Hornets/Boston Celtics
400900040/January 16, 2017/Cleveland Cavaliers/Golden State Warriors
400900041/January 16, 2017/Utah Jazz/Phoenix Suns
400900042/January 16, 2017/Oklahoma City Thunder/LA Clippers
400900043/January 17, 2017/Toronto Raptors/Brooklyn Nets
400900044/January 17, 2017/Houston Rockets/Miami Heat
400900045/January 17, 2017/Dallas Mavericks/Chicago Bulls
400900046/January 17, 2017/Minnesota Timberwolves/San Antonio Spurs
400900047/January 17, 2017/Denver Nuggets/Los Angeles Lakers
400900048/January 18, 2017/Toronto Raptors/Philadelphia 76ers
400900049/January 18, 2017/Memphis Grizzlies/Washington Wizards
400900050/January 18, 2017/Portland Trail Blazers/Charlotte Hornets
400900051/January 18, 2017/New York Knicks/Boston Celtics
400900052/January 18, 2017/Orlando Magic/New Orleans Pelicans
400900053/January 18, 2017/Milwaukee Bucks/Houston Rockets
400900054/January 18, 2017/Atlanta Hawks/Detroit Pistons
400900055/January 18, 2017/Oklahoma City Thunder/Golden State Warriors
400900056/January 18, 2017/Indiana Pacers/Sacramento Kings
400900057/January 19, 2017/Phoenix Suns/Cleveland Cavaliers
400900058/January 19, 2017/Dallas Mavericks/Miami Heat
400900059/January 19, 2017/Washington Wizards/New York Knicks
400900060/January 19, 2017/Denver Nuggets/San Antonio Spurs
400900061/January 19, 2017/Minnesota Timberwolves/LA Clippers
400900062/January 20, 2017/Portland Trail Blazers/Philadelphia 76ers
400900063/January 20, 2017/Toronto Raptors/Charlotte Hornets
400900064/January 20, 2017/Milwaukee Bucks/Orlando Magic
400900065/January 20, 2017/Sacramento Kings/Memphis Grizzlies
400900066/January 20, 2017/Brooklyn Nets/New Orleans Pelicans
400900067/January 20, 2017/Golden State Warriors/Houston Rockets
400900068/January 20, 2017/Chicago Bulls/Atlanta Hawks
400900069/January 20, 2017/Utah Jazz/Dallas Mavericks
400900070/January 20, 2017/Indiana Pacers/Los Angeles Lakers
400900071/January 21, 2017/Portland Trail Blazers/Boston Celtics
400900072/January 21, 2017/Washington Wizards/Detroit Pistons
400900073/January 21, 2017/Brooklyn Nets/Charlotte Hornets
400900074/January 21, 2017/Philadelphia 76ers/Atlanta Hawks
400900075/January 21, 2017/Phoenix Suns/New York Knicks
400900076/January 21, 2017/Milwaukee Bucks/Miami Heat
400900077/January 21, 2017/Houston Rockets/Memphis Grizzlies
400900078/January 21, 2017/San Antonio Spurs/Cleveland Cavaliers
400900079/January 21, 2017/LA Clippers/Denver Nuggets
400900080/January 21, 2017/Indiana Pacers/Utah Jazz
400900081/January 21, 2017/Sacramento Kings/Chicago Bulls
400900082/January 22, 2017/Golden State Warriors/Orlando Magic
400900083/January 22, 2017/Los Angeles Lakers/Dallas Mavericks
400900084/January 22, 2017/Phoenix Suns/Toronto Raptors
400900085/January 22, 2017/Denver Nuggets/Minnesota Timberwolves
400900086/January 23, 2017/Washington Wizards/Charlotte Hornets
400900087/January 23, 2017/San Antonio Spurs/Brooklyn Nets
400900088/January 23, 2017/LA Clippers/Atlanta Hawks
400900089/January 23, 2017/Golden State Warriors/Miami Heat
400900090/January 23, 2017/Sacramento Kings/Detroit Pistons
400900091/January 23, 2017/Houston Rockets/Milwaukee Bucks
400900092/January 23, 2017/Cleveland Cavaliers/New Orleans Pelicans
400900093/January 23, 2017/New York Knicks/Indiana Pacers
400900094/January 23, 2017/Oklahoma City Thunder/Utah Jazz
400900095/January 24, 2017/San Antonio Spurs/Toronto Raptors
400900096/January 24, 2017/LA Clippers/Philadelphia 76ers
400900097/January 24, 2017/Boston Celtics/Washington Wizards
400900098/January 24, 2017/Chicago Bulls/Orlando Magic
400900099/January 24, 2017/Utah Jazz/Denver Nuggets
400900100/January 24, 2017/Minnesota Timberwolves/Phoenix Suns
400900101/January 25, 2017/Sacramento Kings/Cleveland Cavaliers
400900102/January 25, 2017/Houston Rockets/Boston Celtics
400900103/January 25, 2017/Miami Heat/Brooklyn Nets
400900104/January 25, 2017/Atlanta Hawks/Chicago Bulls
400900105/January 25, 2017/Philadelphia 76ers/Milwaukee Bucks
400900106/January 25, 2017/Toronto Raptors/Memphis Grizzlies
400900107/January 25, 2017/Oklahoma City Thunder/New Orleans Pelicans
400900108/January 25, 2017/Golden State Warriors/Charlotte Hornets
400900109/January 25, 2017/New York Knicks/Dallas Mavericks
400900110/January 25, 2017/Los Angeles Lakers/Portland Trail Blazers
400900111/January 26, 2017/Dallas Mavericks/Oklahoma City Thunder
400900112/January 26, 2017/Indiana Pacers/Minnesota Timberwolves
400900113/January 26, 2017/Phoenix Suns/Denver Nuggets
400900114/January 26, 2017/Los Angeles Lakers/Utah Jazz
400900115/January 27, 2017/Houston Rockets/Philadelphia 76ers
400900116/January 27, 2017/Brooklyn Nets/Cleveland Cavaliers
400900117/January 27, 2017/Sacramento Kings/Indiana Pacers
400900118/January 27, 2017/Orlando Magic/Boston Celtics
400900119/January 27, 2017/Milwaukee Bucks/Toronto Raptors
400900120/January 27, 2017/Charlotte Hornets/New York Knicks
400900121/January 27, 2017/Miami Heat/Chicago Bulls
400900122/January 27, 2017/San Antonio Spurs/New Orleans Pelicans
400900123/January 27, 2017/Washington Wizards/Atlanta Hawks
400900124/January 27, 2017/Memphis Grizzlies/Portland Trail Blazers
400900125/January 28, 2017/Sacramento Kings/Charlotte Hornets
400900126/January 28, 2017/Detroit Pistons/Miami Heat
400900127/January 28, 2017/Boston Celtics/Milwaukee Bucks
400900128/January 28, 2017/LA Clippers/Golden State Warriors
400900129/January 28, 2017/Memphis Grizzlies/Utah Jazz
400900130/January 28, 2017/Denver Nuggets/Phoenix Suns
400900131/January 28, 2017/Brooklyn Nets/Minnesota Timberwolves
400900132/January 29, 2017/New York Knicks/Atlanta Hawks
400900133/January 29, 2017/Oklahoma City Thunder/Cleveland Cavaliers
400900134/January 29, 2017/Houston Rockets/Indiana Pacers
400900135/January 29, 2017/Washington Wizards/New Orleans Pelicans
400900136/January 29, 2017/Orlando Magic/Toronto Raptors
400900137/January 29, 2017/Philadelphia 76ers/Chicago Bulls
400900138/January 29, 2017/Dallas Mavericks/San Antonio Spurs
400900139/January 29, 2017/Golden State Warriors/Portland Trail Blazers
400900140/January 30, 2017/Brooklyn Nets/Miami Heat
400900141/January 30, 2017/Orlando Magic/Minnesota Timberwolves
400900142/January 30, 2017/Detroit Pistons/Boston Celtics
400900143/January 30, 2017/Cleveland Cavaliers/Dallas Mavericks
400900144/January 30, 2017/Memphis Grizzlies/Phoenix Suns
400900145/January 31, 2017/New York Knicks/Washington Wizards
400900146/January 31, 2017/New Orleans Pelicans/Toronto Raptors
400900147/January 31, 2017/Sacramento Kings/Houston Rockets
400900148/January 31, 2017/Oklahoma City Thunder/San Antonio Spurs
400900149/January 31, 2017/Charlotte Hornets/Portland Trail Blazers
400900150/January 31, 2017/Denver Nuggets/Los Angeles Lakers
400900151/February 3, 2017/Toronto Raptors/Orlando Magic
400900152/February 3, 2017/Indiana Pacers/Brooklyn Nets
400900153/February 3, 2017/Minnesota Timberwolves/Detroit Pistons
400900154/February 3, 2017/Chicago Bulls/Houston Rockets
400900155/February 3, 2017/Memphis Grizzlies/Oklahoma City Thunder
400900156/February 3, 2017/Los Angeles Lakers/Boston Celtics
400900157/February 3, 2017/Milwaukee Bucks/Denver Nuggets
400900158/February 3, 2017/Phoenix Suns/Sacramento Kings
400900159/February 3, 2017/Dallas Mavericks/Portland Trail Blazers
400900160/February 4, 2017/New Orleans Pelicans/Washington Wizards
400900161/February 4, 2017/Orlando Magic/Atlanta Hawks
400900162/February 4, 2017/Detroit Pistons/Indiana Pacers
400900163/February 4, 2017/Philadelphia 76ers/Miami Heat
400900164/February 4, 2017/Cleveland Cavaliers/New York Knicks
400900165/February 4, 2017/Charlotte Hornets/Utah Jazz
400900166/February 4, 2017/Milwaukee Bucks/Phoenix Suns
400900167/February 4, 2017/Denver Nuggets/San Antonio Spurs
400900168/February 4, 2017/Memphis Grizzlies/Minnesota Timberwolves
400900169/February 4, 2017/Golden State Warriors/Sacramento Kings
400900170/February 5, 2017/Toronto Raptors/Brooklyn Nets
400900171/February 5, 2017/LA Clippers/Boston Celtics
400900172/February 5, 2017/Portland Trail Blazers/Oklahoma City Thunder
400900173/February 6, 2017/Los Angeles Lakers/New York Knicks
400900174/February 6, 2017/Cleveland Cavaliers/Washington Wizards
400900175/February 6, 2017/Oklahoma City Thunder/Indiana Pacers
400900176/February 6, 2017/LA Clippers/Toronto Raptors
400900177/February 6, 2017/Utah Jazz/Atlanta Hawks
400900178/February 6, 2017/Philadelphia 76ers/Detroit Pistons
400900179/February 6, 2017/Phoenix Suns/New Orleans Pelicans
400900180/February 6, 2017/Miami Heat/Minnesota Timberwolves
400900181/February 6, 2017/Dallas Mavericks/Denver Nuggets
400900182/February 6, 2017/San Antonio Spurs/Memphis Grizzlies
400900183/February 6, 2017/Chicago Bulls/Sacramento Kings
400900184/February 7, 2017/Brooklyn Nets/Charlotte Hornets
400900185/February 7, 2017/Orlando Magic/Houston Rockets
400900186/February 7, 2017/Portland Trail Blazers/Dallas Mavericks
400900187/February 8, 2017/San Antonio Spurs/Philadelphia 76ers
400900188/February 8, 2017/Cleveland Cavaliers/Indiana Pacers
400900189/February 8, 2017/Washington Wizards/Brooklyn Nets
400900190/February 8, 2017/Denver Nuggets/Atlanta Hawks
400900191/February 8, 2017/Los Angeles Lakers/Detroit Pistons
400900192/February 8, 2017/Miami Heat/Milwaukee Bucks
400900193/February 8, 2017/Phoenix Suns/Memphis Grizzlies
400900194/February 8, 2017/Utah Jazz/New Orleans Pelicans
400900195/February 8, 2017/Toronto Raptors/Minnesota Timberwolves
400900196/February 8, 2017/LA Clippers/New York Knicks
400900197/February 8, 2017/Chicago Bulls/Golden State Warriors
400900198/February 8, 2017/Boston Celtics/Sacramento Kings
400900199/February 9, 2017/Houston Rockets/Charlotte Hornets
400900200/February 9, 2017/Philadelphia 76ers/Orlando Magic
400900201/February 9, 2017/Cleveland Cavaliers/Oklahoma City Thunder
400900202/February 9, 2017/Utah Jazz/Dallas Mavericks
400900203/February 9, 2017/Boston Celtics/Portland Trail Blazers
400900204/February 10, 2017/Miami Heat/Brooklyn Nets
400900205/February 10, 2017/Denver Nuggets/New York Knicks
400900206/February 10, 2017/San Antonio Spurs/Detroit Pistons
400900207/February 10, 2017/Los Angeles Lakers/Milwaukee Bucks
400900208/February 10, 2017/Golden State Warriors/Memphis Grizzlies
400900209/February 10, 2017/New Orleans Pelicans/Minnesota Timberwolves
400900210/February 10, 2017/Indiana Pacers/Washington Wizards
400900211/February 10, 2017/Atlanta Hawks/Sacramento Kings
400900212/February 10, 2017/Chicago Bulls/Phoenix Suns
400900213/February 11, 2017/LA Clippers/Charlotte Hornets
400900214/February 11, 2017/Milwaukee Bucks/Indiana Pacers
400900215/February 11, 2017/Miami Heat/Philadelphia 76ers
400900216/February 11, 2017/Denver Nuggets/Cleveland Cavaliers
400900217/February 11, 2017/Phoenix Suns/Houston Rockets
400900218/February 11, 2017/Golden State Warriors/Oklahoma City Thunder
400900219/February 11, 2017/Orlando Magic/Dallas Mavericks
400900220/February 11, 2017/Boston Celtics/Utah Jazz
400900221/February 12, 2017/Chicago Bulls/Minnesota Timberwolves
400900222/February 12, 2017/San Antonio Spurs/New York Knicks
400900223/February 12, 2017/Detroit Pistons/Toronto Raptors
400900224/February 12, 2017/New Orleans Pelicans/Sacramento Kings
400900225/February 13, 2017/Oklahoma City Thunder/Washington Wizards
400900226/February 13, 2017/Philadelphia 76ers/Charlotte Hornets
400900227/February 13, 2017/Memphis Grizzlies/Brooklyn Nets
400900228/February 13, 2017/Orlando Magic/Miami Heat
400900229/February 13, 2017/Detroit Pistons/Milwaukee Bucks
400900230/February 13, 2017/San Antonio Spurs/Indiana Pacers
400900231/February 13, 2017/Boston Celtics/Dallas Mavericks
400900232/February 13, 2017/Golden State Warriors/Denver Nuggets
400900233/February 13, 2017/LA Clippers/Utah Jazz
400900234/February 13, 2017/New Orleans Pelicans/Phoenix Suns
400900235/February 13, 2017/Atlanta Hawks/Portland Trail Blazers
400900236/February 14, 2017/Toronto Raptors/Chicago Bulls
400900237/February 14, 2017/Cleveland Cavaliers/Minnesota Timberwolves
400900238/ESPN/ / 
400900239/February 14, 2017/Sacramento Kings/Los Angeles Lakers
400900240/February 15, 2017/San Antonio Spurs/Orlando Magic
400900241/February 15, 2017/Indiana Pacers/Cleveland Cavaliers
400900242/February 15, 2017/Philadelphia 76ers/Boston Celtics
400900243/February 15, 2017/Charlotte Hornets/Toronto Raptors
400900244/February 15, 2017/Milwaukee Bucks/Brooklyn Nets
400900245/February 15, 2017/Dallas Mavericks/Detroit Pistons
400900246/February 15, 2017/New Orleans Pelicans/Memphis Grizzlies
400900247/February 15, 2017/Miami Heat/Houston Rockets
400900248/February 15, 2017/Minnesota Timberwolves/Denver Nuggets
400900249/February 15, 2017/Portland Trail Blazers/Utah Jazz
400900250/February 15, 2017/Los Angeles Lakers/Phoenix Suns
400900251/February 15, 2017/New York Knicks/Oklahoma City Thunder
400900252/February 15, 2017/Atlanta Hawks/LA Clippers
400900253/February 15, 2017/Sacramento Kings/Golden State Warriors
400900254/February 16, 2017/Washington Wizards/Indiana Pacers
400900255/February 16, 2017/Boston Celtics/Chicago Bulls
400900256/February 23, 2017/Portland Trail Blazers/Orlando Magic
400900257/February 23, 2017/Charlotte Hornets/Detroit Pistons
400900258/February 23, 2017/Houston Rockets/New Orleans Pelicans
400900259/February 23, 2017/New York Knicks/Cleveland Cavaliers
400900260/February 23, 2017/LA Clippers/Golden State Warriors
400900261/February 23, 2017/Denver Nuggets/Sacramento Kings
400900262/February 24, 2017/Washington Wizards/Philadelphia 76ers
400900263/February 24, 2017/Memphis Grizzlies/Indiana Pacers
400900264/February 24, 2017/Boston Celtics/Toronto Raptors
400900265/February 24, 2017/Phoenix Suns/Chicago Bulls
400900266/February 24, 2017/Utah Jazz/Milwaukee Bucks
400900267/February 24, 2017/Los Angeles Lakers/Oklahoma City Thunder
400900268/February 24, 2017/Dallas Mavericks/Minnesota Timberwolves
400900269/February 24, 2017/Miami Heat/Atlanta Hawks
400900270/February 24, 2017/Brooklyn Nets/Denver Nuggets
400900271/February 24, 2017/San Antonio Spurs/LA Clippers
400900272/February 25, 2017/Charlotte Hornets/Sacramento Kings
400900273/February 25, 2017/Atlanta Hawks/Orlando Magic
400900274/February 25, 2017/Philadelphia 76ers/New York Knicks
400900275/February 25, 2017/Indiana Pacers/Miami Heat
400900276/February 25, 2017/New Orleans Pelicans/Dallas Mavericks
400900277/February 25, 2017/Chicago Bulls/Cleveland Cavaliers
400900278/February 25, 2017/Minnesota Timberwolves/Houston Rockets
400900279/February 25, 2017/Brooklyn Nets/Golden State Warriors
400900280/February 26, 2017/San Antonio Spurs/Los Angeles Lakers
400900281/February 26, 2017/Phoenix Suns/Milwaukee Bucks
400900282/February 26, 2017/Memphis Grizzlies/Denver Nuggets
400900283/February 26, 2017/Utah Jazz/Washington Wizards
400900284/February 26, 2017/Portland Trail Blazers/Toronto Raptors
400900285/February 26, 2017/Boston Celtics/Detroit Pistons
400900286/February 26, 2017/New Orleans Pelicans/Oklahoma City Thunder
400900287/February 26, 2017/Charlotte Hornets/LA Clippers
400900288/February 27, 2017/Toronto Raptors/New York Knicks
